stock_code,product_role,evidence_description,evidence_rows_before_cutoff,decision_reason
22399,merchandise,MAGNETS PACK OF 4 CHILDHOOD MEMORY,283,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22400,merchandise,MAGNETS PACK OF 4 HOME SWEET HOME,235,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22402,merchandise,MAGNETS PACK OF 4 VINTAGE COLLAGE,253,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22403,merchandise,MAGNETS PACK OF 4 VINTAGE LABELS,218,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22405,merchandise,MONEY BOX POCKET MONEY DESIGN,218,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22406,merchandise,MONEY BOX KINGS CHOICE DESIGN,210,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22407,merchandise,MONEY BOX FIRST ADE DESIGN,65,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22408,merchandise,MONEY BOX CONFECTIONERY DESIGN,95,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22409,merchandise,MONEY BOX BISCUITS DESIGN,165,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22410,merchandise,MONEY BOX HOUSEKEEPING DESIGN,189,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22411,merchandise,JUMBO SHOPPER VINTAGE RED PAISLEY,2234,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22412,merchandise,METAL SIGN NEIGHBOURHOOD WITCH,419,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22413,merchandise,METAL SIGN TAKE IT OR LEAVE IT,902,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22414,merchandise,DOORMAT NEIGHBOURHOOD WITCH,166,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22415,merchandise,WHITE TISSUE REAM,210,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22416,merchandise,SET OF 36 DOILIES SPACEBOY DESIGN,114,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22417,merchandise,PACK OF 60 SPACEBOY CAKE CASES,1141,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22418,merchandise,10 COLOUR SPACEBOY PEN,601,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22419,merchandise,LIPSTICK PEN RED,519,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22420,merchandise,LIPSTICK PEN BABY PINK,238,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22421,merchandise,LIPSTICK PEN FUSCHIA,419,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22422,merchandise,TOOTHPASTE TUBE PEN,348,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22423,merchandise,REGENCY CAKESTAND 3 TIER,3999,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22424,merchandise,ENAMEL BREAD BIN CREAM,735,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22425,merchandise,ENAMEL COLANDER CREAM,284,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22426,merchandise,ENAMEL WASH BOWL CREAM,374,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22427,merchandise,ENAMEL FLOWER JUG CREAM,825,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22428,merchandise,ENAMEL FIRE BUCKET CREAM,199,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22429,merchandise,ENAMEL MEASURING JUG CREAM,649,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22430,merchandise,ENAMEL WATERING CAN CREAM,370,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22431,merchandise,WATERING CAN BLUE ELEPHANT,628,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22432,merchandise,WATERING CAN PINK BUNNY,520,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22433,merchandise,WATERING CAN GREEN DINOSAUR,429,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22434,merchandise,BALLOON PUMP WITH 10 BALLOONS,290,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22435,merchandise,SET OF 9 HEART SHAPED BALLOONS,565,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22436,merchandise,12 COLOURED PARTY BALLOONS,299,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22437,merchandise,SET OF 9 BLACK SKULL BALLOONS,457,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22438,merchandise,BALLOON ART MAKE YOUR OWN FLOWERS,167,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22439,merchandise,6 ROCKET BALLOONS,374,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22440,merchandise,BALLOON WATER BOMB PACK OF 35,317,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22441,merchandise,GROW YOUR OWN BASIL IN ENAMEL MUG,493,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22442,merchandise,GROW YOUR OWN FLOWERS SET OF 3,160,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22443,merchandise,GROW YOUR OWN HERBS SET OF 3,282,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22444,merchandise,GROW YOUR OWN PLANT IN A CAN,472,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22445,merchandise,PENCIL CASE LIFE IS BEAUTIFUL,288,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22446,merchandise,PIN CUSHION BABUSHKA PINK,143,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22447,merchandise,PIN CUSHION BABUSHKA BLUE,58,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22448,merchandise,PIN CUSHION BABUSHKA RED,81,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22449,merchandise,SILK PURSE BABUSHKA PINK,234,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22450,merchandise,SILK PURSE BABUSHKA BLUE,129,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22451,merchandise,SILK PURSE BABUSHKA RED,176,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22452,merchandise,MEASURING TAPE BABUSHKA PINK,213,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22453,merchandise,MEASURING TAPE BABUSHKA BLUE,120,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22454,merchandise,MEASURING TAPE BABUSHKA RED,130,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22456,merchandise,NATURAL SLATE CHALKBOARD LARGE,841,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22457,merchandise,NATURAL SLATE HEART CHALKBOARD,2074,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22458,merchandise,CAST IRON HOOK GARDEN FORK,181,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22459,merchandise,CAST IRON HOOK GARDEN TROWEL,182,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22460,merchandise,EMBOSSED GLASS TEALIGHT HOLDER,377,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22461,merchandise,SAVOY ART DECO CLOCK,152,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22464,merchandise,HANGING METAL HEART LANTERN,794,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22465,merchandise,HANGING METAL STAR LANTERN,463,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22466,merchandise,FAIRY TALE COTTAGE NIGHTLIGHT,297,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22467,merchandise,GUMBALL COAT RACK,1135,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22468,merchandise,BABUSHKA LIGHTS STRING OF 10,428,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22469,merchandise,HEART OF WICKER SMALL,2258,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22470,merchandise,HEART OF WICKER LARGE,2059,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22471,merchandise,TV DINNER TRAY AIR HOSTESS,181,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22472,merchandise,TV DINNER TRAY DOLLY GIRL,244,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22473,merchandise,TV DINNER TRAY VINTAGE PAISLEY,208,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22474,merchandise,SPACEBOY TV DINNER TRAY,252,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22475,merchandise,SKULL DESIGN TV DINNER TRAY,252,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22476,merchandise,EMPIRE UNION JACK TV DINNER TRAY,275,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22477,merchandise,WATERING CAN GARDEN MARKER,279,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22478,merchandise,BIRDHOUSE GARDEN MARKER,316,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22479,merchandise,DAISY GARDEN MARKER,218,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22480,merchandise,RED TEA TOWEL CLASSIC DESIGN,287,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22481,merchandise,BLACK TEA TOWEL CLASSIC DESIGN,214,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
22482,merchandise,BLUE TEA TOWEL CLASSIC DESIGN,232,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
